DZ2011,IZ2011,CA2011,CA2011QF,HSCP2016,HSCP2016QF,HB2014,HB2014QF,SIMD2016Rank,SIMD2016CountryDecile,SIMD2016CountryQuintile,SIMD2016HB2014Decile,SIMD2016HB2014Quintile,SIMD2016HSCP2016Decile,SIMD2016HSCP2016Quintile,SIMD2016CA2011Decile,SIMD2016CA2011Quintile,SIMD2016Most15pc,SIMD2016Least15pc
S01012549,S02002351,S12000028, ,S37000027, ,S08000015, ,1383,2,1,3,2,2,1,2,1,0,0
S01012550,S02002351,S12000028, ,S37000027, ,S08000015, ,2871,5,3,6,3,5,3,5,3,0,0
S01012551,S02002351,S12000028, ,S37000027, ,S08000015, ,6526,10,5,10,5,10,5,10,5,0,1
S01012552,S02002351,S12000028, ,S37000027, ,S08000015, ,6494,10,5,10,5,10,5,10,5,0,1
S01012553,S02002351,S12000028, ,S37000027, ,S08000015, ,6355,10,5,10,5,10,5,10,5,0,1
S01012554,S02002351,S12000028, ,S37000027, ,S08000015, ,6233,9,5,10,5,9,5,9,5,0,1
S01012555,S02002351,S12000028, ,S37000027, ,S08000015, ,6556,10,5,10,5,10,5,10,5,0,1
S01012556,S02002351,S12000028, ,S37000027, ,S08000015, ,5848,9,5,10,5,9,5,9,5,0,0
S01012557,S02002352,S12000028, ,S37000027, ,S08000015, ,5862,9,5,10,5,9,5,9,5,0,0
S01012558,S02002352,S12000028, ,S37000027, ,S08000015, ,2272,4,2,5,3,4,2,4,2,0,0
S01012559,S02002352,S12000028, ,S37000027, ,S08000015, ,683,1,1,2,1,1,1,1,1,1,0
S01012560,S02002352,S12000028, ,S37000027, ,S08000015, ,3743,6,3,7,4,7,4,7,4,0,0
S01012561,S02002352,S12000028, ,S37000027, ,S08000015, ,3334,5,3,7,4,6,3,6,3,0,0
S01012562,S02002352,S12000028, ,S37000027, ,S08000015, ,1183,2,1,3,2,2,1,2,1,0,0
S01012563,S02002353,S12000028, ,S37000027, ,S08000015, ,6584,10,5,10,5,10,5,10,5,0,1
S01012564,S02002353,S12000028, ,S37000027, ,S08000015, ,6319,10,5,10,5,10,5,10,5,0,1
S01012565,S02002353,S12000028, ,S37000027, ,S08000015, ,5493,8,4,9,5,8,4,8,4,0,0
S01012566,S02002353,S12000028, ,S37000027, ,S08000015, ,2489,4,2,6,3,4,2,4,2,0,0
S01012567,S02002353,S12000028, ,S37000027, ,S08000015, ,2417,4,2,5,3,4,2,4,2,0,0
S01012568,S02002353,S12000028, ,S37000027, ,S08000015, ,5876,9,5,10,5,9,5,9,5,0,0
S01012569,S02002353,S12000028, ,S37000027, ,S08000015, ,5835,9,5,10,5,9,5,9,5,0,0
S01012570,S02002354,S12000029, ,S37000028, ,S08000032,r,2745,4,2,6,3,5,3,5,3,0,0
S01012571,S02002354,S12000029, ,S37000028, ,S08000032,r,2217,4,2,5,3,4,2,4,2,0,0
S01012572,S02002354,S12000029, ,S37000028, ,S08000032,r,3186,5,3,6,3,6,3,6,3,0,0
S01012573,S02002354,S12000029, ,S37000028, ,S08000032,r,4289,7,4,8,4,7,4,7,4,0,0
S01012574,S02002355,S12000029, ,S37000028, ,S08000032,r,4550,7,4,8,4,7,4,7,4,0,0
S01012575,S02002355,S12000029, ,S37000028, ,S08000032,r,5388,8,4,9,5,9,5,9,5,0,0
S01012576,S02002355,S12000029, ,S37000028, ,S08000032,r,6128,9,5,10,5,10,5,10,5,0,1
S01012577,S02002355,S12000029, ,S37000028, ,S08000032,r,4669,7,4,8,4,8,4,8,4,0,0
S01012578,S02002355,S12000029, ,S37000028, ,S08000032,r,4487,7,4,8,4,7,4,7,4,0,0
S01012579,S02002355,S12000029, ,S37000028, ,S08000032,r,3122,5,3,6,3,6,3,6,3,0,0
S01012580,S02002355,S12000029, ,S37000028, ,S08000032,r,3983,6,3,7,4,7,4,7,4,0,0
S01012581,S02002356,S12000029, ,S37000028, ,S08000032,r,1436,3,2,3,2,3,2,3,2,0,0
S01012582,S02002356,S12000029, ,S37000028, ,S08000032,r,3524,5,3,7,4,6,3,6,3,0,0
S01012583,S02002356,S12000029, ,S37000028, ,S08000032,r,2310,4,2,5,3,4,2,4,2,0,0
S01012584,S02002356,S12000029, ,S37000028, ,S08000032,r,3842,6,3,7,4,7,4,7,4,0,0
S01012585,S02002356,S12000029, ,S37000028, ,S08000032,r,1495,3,2,3,2,3,2,3,2,0,0
S01012586,S02002356,S12000029, ,S37000028, ,S08000032,r,2159,4,2,5,3,4,2,4,2,0,0
S01012587,S02002357,S12000029, ,S37000028, ,S08000032,r,4336,7,4,8,4,7,4,7,4,0,0
S01012588,S02002357,S12000029, ,S37000028, ,S08000032,r,4614,7,4,8,4,8,4,8,4,0,0
S01012589,S02002357,S12000029, ,S37000028, ,S08000032,r,2402,4,2,5,3,4,2,4,2,0,0
S01012590,S02002357,S12000029, ,S37000028, ,S08000032,r,1158,2,1,3,2,2,1,2,1,0,0
S01012591,S02002357,S12000029, ,S37000028, ,S08000032,r,918,2,1,2,1,2,1,2,1,1,0
S01012592,S02002358,S12000029, ,S37000028, ,S08000032,r,5014,8,4,9,5,8,4,8,4,0,0
S01012593,S02002358,S12000029, ,S37000028, ,S08000032,r,5309,8,4,9,5,9,5,9,5,0,0
S01012594,S02002358,S12000029, ,S37000028, ,S08000032,r,3687,6,3,7,4,7,4,7,4,0,0
S01012595,S02002358,S12000029, ,S37000028, ,S08000032,r,2718,4,2,6,3,5,3,5,3,0,0
S01012596,S02002358,S12000029, ,S37000028, ,S08000032,r,1831,3,2,4,2,3,2,3,2,0,0
S01012597,S02002358,S12000029, ,S37000028, ,S08000032,r,4812,7,4,8,4,8,4,8,4,0,0
S01012598,S02002359,S12000029, ,S37000028, ,S08000032,r,5534,8,4,9,5,9,5,9,5,0,0
S01012599,S02002359,S12000029, ,S37000028, ,S08000032,r,3357,5,3,7,4,6,3,6,3,0,0
S01012600,S02002359,S12000029, ,S37000028, ,S08000032,r,5365,8,4,9,5,9,5,9,5,0,0
S01012601,S02002359,S12000029, ,S37000028, ,S08000032,r,6186,9,5,10,5,10,5,10,5,0,1
S01012602,S02002360,S12000029, ,S37000028, ,S08000032,r,1342,2,1,3,2,2,1,2,1,0,0
S01012603,S02002360,S12000029, ,S37000028, ,S08000032,r,1445,3,2,3,2,3,2,3,2,0,0
S01012604,S02002360,S12000029, ,S37000028, ,S08000032,r,2104,3,2,5,3,4,2,4,2,0,0
S01012605,S02002360,S12000029, ,S37000028, ,S08000032,r,2388,4,2,5,3,4,2,4,2,0,0
S01012606,S02002361,S12000029, ,S37000028, ,S08000032,r,6106,9,5,10,5,10,5,10,5,0,1
S01012607,S02002361,S12000029, ,S37000028, ,S08000032,r,3403,5,3,7,4,6,3,6,3,0,0
S01012608,S02002361,S12000029, ,S37000028, ,S08000032,r,2327,4,2,5,3,4,2,4,2,0,0
S01012609,S02002361,S12000029, ,S37000028, ,S08000032,r,1133,2,1,3,2,2,1,2,1,0,0
S01012610,S02002361,S12000029, ,S37000028, ,S08000032,r,854,2,1,2,1,2,1,2,1,1,0
S01012611,S02002362,S12000029, ,S37000028, ,S08000032,r,3796,6,3,7,4,7,4,7,4,0,0
S01012612,S02002362,S12000029, ,S37000028, ,S08000032,r,1658,3,2,4,2,3,2,3,2,0,0
S01012613,S02002362,S12000029, ,S37000028, ,S08000032,r,2923,5,3,6,3,5,3,5,3,0,0
S01012614,S02002362,S12000029, ,S37000028, ,S08000032,r,3161,5,3,6,3,6,3,6,3,0,0
S01012615,S02002363,S12000029, ,S37000028, ,S08000032,r,4113,6,3,8,4,7,4,7,4,0,0
S01012616,S02002363,S12000029, ,S37000028, ,S08000032,r,3748,6,3,7,4,7,4,7,4,0,0
S01012617,S02002363,S12000029, ,S37000028, ,S08000032,r,5165,8,4,9,5,8,4,8,4,0,0
S01012618,S02002363,S12000029, ,S37000028, ,S08000032,r,3097,5,3,6,3,6,3,6,3,0,0
S01012619,S02002364,S12000029, ,S37000028, ,S08000032,r,1055,2,1,2,1,2,1,2,1,1,0
S01012620,S02002364,S12000029, ,S37000028, ,S08000032,r,6367,10,5,10,5,10,5,10,5,0,1
S01012621,S02002364,S12000029, ,S37000028, ,S08000032,r,4331,7,4,8,4,7,4,7,4,0,0
S01012622,S02002364,S12000029, ,S37000028, ,S08000032,r,3064,5,3,6,3,6,3,6,3,0,0
S01012623,S02002365,S12000029, ,S37000028, ,S08000032,r,2631,4,2,5,3,5,3,5,3,0,0
S01012624,S02002365,S12000029, ,S37000028, ,S08000032,r,2639,4,2,5,3,5,3,5,3,0,0
S01012625,S02002365,S12000029, ,S37000028, ,S08000032,r,1625,3,2,4,2,3,2,3,2,0,0
S01012626,S02002365,S12000029, ,S37000028, ,S08000032,r,5001,8,4,9,5,8,4,8,4,0,0
S01012627,S02002366,S12000029, ,S37000028, ,S08000032,r,1916,3,2,4,2,4,2,4,2,0,0
S01012628,S02002366,S12000029, ,S37000028, ,S08000032,r,6045,9,5,10,5,10,5,10,5,0,1
S01012629,S02002366,S12000029, ,S37000028, ,S08000032,r,4543,7,4,8,4,7,4,7,4,0,0
S01012630,S02002366,S12000029, ,S37000028, ,S08000032,r,2092,3,2,5,3,4,2,4,2,0,0
S01012631,S02002366,S12000029, ,S37000028, ,S08000032,r,1104,2,1,2,1,2,1,2,1,0,0
S01012632,S02002367,S12000029, ,S37000028, ,S08000032,r,4463,7,4,8,4,7,4,7,4,0,0
S01012633,S02002367,S12000029, ,S37000028, ,S08000032,r,2964,5,3,6,3,5,3,5,3,0,0
S01012634,S02002367,S12000029, ,S37000028, ,S08000032,r,2422,4,2,5,3,4,2,4,2,0,0
S01012635,S02002367,S12000029, ,S37000028, ,S08000032,r,3493,5,3,7,4,6,3,6,3,0,0
S01012636,S02002367,S12000029, ,S37000028, ,S08000032,r,4022,6,3,7,4,7,4,7,4,0,0
S01012637,S02002368,S12000029, ,S37000028, ,S08000032,r,1457,3,2,3,2,3,2,3,2,0,0
S01012638,S02002368,S12000029, ,S37000028, ,S08000032,r,2696,4,2,6,3,5,3,5,3,0,0
S01012639,S02002368,S12000029, ,S37000028, ,S08000032,r,1583,3,2,3,2,3,2,3,2,0,0
S01012640,S02002368,S12000029, ,S37000028, ,S08000032,r,327,1,1,1,1,1,1,1,1,1,0
S01012641,S02002368,S12000029, ,S37000028, ,S08000032,r,2003,3,2,4,2,4,2,4,2,0,0
S01012642,S02002369,S12000029, ,S37000028, ,S08000032,r,472,1,1,1,1,1,1,1,1,1,0
S01012643,S02002369,S12000029, ,S37000028, ,S08000032,r,2751,4,2,6,3,5,3,5,3,0,0
S01012644,S02002369,S12000029, ,S37000028, ,S08000032,r,1666,3,2,4,2,3,2,3,2,0,0
S01012645,S02002369,S12000029, ,S37000028, ,S08000032,r,3229,5,3,6,3,6,3,6,3,0,0
S01012646,S02002369,S12000029, ,S37000028, ,S08000032,r,5157,8,4,9,5,8,4,8,4,0,0
S01012647,S02002370,S12000029, ,S37000028, ,S08000032,r,5846,9,5,10,5,9,5,9,5,0,0
S01012648,S02002370,S12000029, ,S37000028, ,S08000032,r,640,1,1,2,1,1,1,1,1,1,0
S01012649,S02002370,S12000029, ,S37000028, ,S08000032,r,2401,4,2,5,3,4,2,4,2,0,0
S01012650,S02002370,S12000029, ,S37000028, ,S08000032,r,3943,6,3,7,4,7,4,7,4,0,0
S01012651,S02002370,S12000029, ,S37000028, ,S08000032,r,857,2,1,2,1,2,1,2,1,1,0
S01012652,S02002370,S12000029, ,S37000028, ,S08000032,r,5209,8,4,9,5,9,5,9,5,0,0
S01012653,S02002371,S12000029, ,S37000028, ,S08000032,r,1319,2,1,3,2,2,1,2,1,0,0
S01012654,S02002371,S12000029, ,S37000028, ,S08000032,r,3442,5,3,7,4,6,3,6,3,0,0
S01012655,S02002371,S12000029, ,S37000028, ,S08000032,r,1815,3,2,4,2,3,2,3,2,0,0
S01012656,S02002372,S12000029, ,S37000028, ,S08000032,r,1807,3,2,4,2,3,2,3,2,0,0
S01012657,S02002372,S12000029, ,S37000028, ,S08000032,r,1877,3,2,4,2,3,2,3,2,0,0
S01012658,S02002372,S12000029, ,S37000028, ,S08000032,r,4777,7,4,8,4,8,4,8,4,0,0
S01012659,S02002372,S12000029, ,S37000028, ,S08000032,r,6248,9,5,10,5,10,5,10,5,0,1
S01012660,S02002373,S12000029, ,S37000028, ,S08000032,r,1533,3,2,3,2,3,2,3,2,0,0
S01012661,S02002373,S12000029, ,S37000028, ,S08000032,r,3936,6,3,7,4,7,4,7,4,0,0
S01012662,S02002373,S12000029, ,S37000028, ,S08000032,r,1970,3,2,4,2,4,2,4,2,0,0
S01012663,S02002373,S12000029, ,S37000028, ,S08000032,r,4150,6,3,8,4,7,4,7,4,0,0
S01012664,S02002373,S12000029, ,S37000028, ,S08000032,r,2645,4,2,5,3,5,3,5,3,0,0
S01012665,S02002374,S12000029, ,S37000028, ,S08000032,r,390,1,1,1,1,1,1,1,1,1,0
S01012666,S02002374,S12000029, ,S37000028, ,S08000032,r,410,1,1,1,1,1,1,1,1,1,0
S01012667,S02002374,S12000029, ,S37000028, ,S08000032,r,485,1,1,1,1,1,1,1,1,1,0
S01012668,S02002374,S12000029, ,S37000028, ,S08000032,r,1210,2,1,3,2,2,1,2,1,0,0
S01012669,S02002374,S12000029, ,S37000028, ,S08000032,r,5929,9,5,10,5,9,5,9,5,0,0
S01012670,S02002374,S12000029, ,S37000028, ,S08000032,r,5675,9,5,9,5,9,5,9,5,0,0
S01012671,S02002375,S12000029, ,S37000028, ,S08000032,r,1490,3,2,3,2,3,2,3,2,0,0
S01012672,S02002375,S12000029, ,S37000028, ,S08000032,r,142,1,1,1,1,1,1,1,1,1,0
S01012673,S02002375,S12000029, ,S37000028, ,S08000032,r,684,1,1,2,1,1,1,1,1,1,0
S01012674,S02002375,S12000029, ,S37000028, ,S08000032,r,90,1,1,1,1,1,1,1,1,1,0
S01012675,S02002375,S12000029, ,S37000028, ,S08000032,r,520,1,1,1,1,1,1,1,1,1,0
S01012676,S02002376,S12000029, ,S37000028, ,S08000032,r,2703,4,2,6,3,5,3,5,3,0,0
S01012677,S02002376,S12000029, ,S37000028, ,S08000032,r,1207,2,1,3,2,2,1,2,1,0,0
S01012678,S02002376,S12000029, ,S37000028, ,S08000032,r,4943,8,4,9,5,8,4,8,4,0,0
S01012679,S02002376,S12000029, ,S37000028, ,S08000032,r,2817,4,2,6,3,5,3,5,3,0,0
S01012680,S02002376,S12000029, ,S37000028, ,S08000032,r,6164,9,5,10,5,10,5,10,5,0,1
S01012681,S02002376,S12000029, ,S37000028, ,S08000032,r,3171,5,3,6,3,6,3,6,3,0,0
S01012682,S02002376,S12000029, ,S37000028, ,S08000032,r,3800,6,3,7,4,7,4,7,4,0,0
S01012683,S02002376,S12000029, ,S37000028, ,S08000032,r,1690,3,2,4,2,3,2,3,2,0,0
S01012684,S02002377,S12000029, ,S37000028, ,S08000032,r,3227,5,3,6,3,6,3,6,3,0,0
S01012685,S02002377,S12000029, ,S37000028, ,S08000032,r,2131,3,2,5,3,4,2,4,2,0,0
S01012686,S02002377,S12000029, ,S37000028, ,S08000032,r,5867,9,5,10,5,9,5,9,5,0,0
S01012687,S02002377,S12000029, ,S37000028, ,S08000032,r,6666,10,5,10,5,10,5,10,5,0,1
S01012688,S02002377,S12000029, ,S37000028, ,S08000032,r,3354,5,3,7,4,6,3,6,3,0,0
S01012689,S02002377,S12000029, ,S37000028, ,S08000032,r,5525,8,4,9,5,9,5,9,5,0,0
S01012690,S02002377,S12000029, ,S37000028, ,S08000032,r,5746,9,5,9,5,9,5,9,5,0,0
S01012691,S02002378,S12000029, ,S37000028, ,S08000032,r,6251,9,5,10,5,10,5,10,5,0,1
S01012692,S02002378,S12000029, ,S37000028, ,S08000032,r,4210,6,3,8,4,7,4,7,4,0,0
S01012693,S02002378,S12000029, ,S37000028, ,S08000032,r,6359,10,5,10,5,10,5,10,5,0,1
S01012694,S02002378,S12000029, ,S37000028, ,S08000032,r,3929,6,3,7,4,7,4,7,4,0,0
S01012695,S02002379,S12000029, ,S37000028, ,S08000032,r,2860,5,3,6,3,5,3,5,3,0,0
S01012696,S02002379,S12000029, ,S37000028, ,S08000032,r,4741,7,4,8,4,8,4,8,4,0,0
S01012697,S02002379,S12000029, ,S37000028, ,S08000032,r,5035,8,4,9,5,8,4,8,4,0,0
S01012698,S02002379,S12000029, ,S37000028, ,S08000032,r,4644,7,4,8,4,8,4,8,4,0,0
S01012699,S02002380,S12000029, ,S37000028, ,S08000032,r,3090,5,3,6,3,6,3,6,3,0,0
S01012700,S02002380,S12000029, ,S37000028, ,S08000032,r,3890,6,3,7,4,7,4,7,4,0,0
S01012701,S02002380,S12000029, ,S37000028, ,S08000032,r,5585,8,4,9,5,9,5,9,5,0,0
S01012702,S02002380,S12000029, ,S37000028, ,S08000032,r,3909,6,3,7,4,7,4,7,4,0,0
S01012703,S02002381,S12000029, ,S37000028, ,S08000032,r,4476,7,4,8,4,7,4,7,4,0,0
S01012704,S02002381,S12000029, ,S37000028, ,S08000032,r,987,2,1,2,1,2,1,2,1,1,0
S01012705,S02002381,S12000029, ,S37000028, ,S08000032,r,6514,10,5,10,5,10,5,10,5,0,1
S01012706,S02002381,S12000029, ,S37000028, ,S08000032,r,1376,2,1,3,2,2,1,2,1,0,0
S01012707,S02002381,S12000029, ,S37000028, ,S08000032,r,6440,10,5,10,5,10,5,10,5,0,1
S01012708,S02002382,S12000029, ,S37000028, ,S08000032,r,1244,2,1,3,2,2,1,2,1,0,0
S01012709,S02002382,S12000029, ,S37000028, ,S08000032,r,1744,3,2,4,2,3,2,3,2,0,0
S01012710,S02002382,S12000029, ,S37000028, ,S08000032,r,1451,3,2,3,2,3,2,3,2,0,0
S01012711,S02002382,S12000029, ,S37000028, ,S08000032,r,356,1,1,1,1,1,1,1,1,1,0
S01012712,S02002383,S12000029, ,S37000028, ,S08000032,r,6282,9,5,10,5,10,5,10,5,0,1
S01012713,S02002383,S12000029, ,S37000028, ,S08000032,r,5988,9,5,10,5,10,5,10,5,0,1
S01012714,S02002383,S12000029, ,S37000028, ,S08000032,r,6735,10,5,10,5,10,5,10,5,0,1
S01012715,S02002383,S12000029, ,S37000028, ,S08000032,r,1523,3,2,3,2,3,2,3,2,0,0
S01012716,S02002384,S12000029, ,S37000028, ,S08000032,r,6056,9,5,10,5,10,5,10,5,0,1
S01012717,S02002384,S12000029, ,S37000028, ,S08000032,r,1828,3,2,4,2,3,2,3,2,0,0
S01012718,S02002384,S12000029, ,S37000028, ,S08000032,r,4328,7,4,8,4,7,4,7,4,0,0
S01012719,S02002384,S12000029, ,S37000028, ,S08000032,r,2675,4,2,6,3,5,3,5,3,0,0
S01012720,S02002384,S12000029, ,S37000028, ,S08000032,r,2935,5,3,6,3,5,3,5,3,0,0
S01012721,S02002385,S12000029, ,S37000028, ,S08000032,r,3611,6,3,7,4,6,3,6,3,0,0
S01012722,S02002385,S12000029, ,S37000028, ,S08000032,r,556,1,1,1,1,1,1,1,1,1,0
S01012723,S02002385,S12000029, ,S37000028, ,S08000032,r,403,1,1,1,1,1,1,1,1,1,0
S01012724,S02002385,S12000029, ,S37000028, ,S08000032,r,2304,4,2,5,3,4,2,4,2,0,0
S01012725,S02002385,S12000029, ,S37000028, ,S08000032,r,2435,4,2,5,3,4,2,4,2,0,0
S01012726,S02002386,S12000029, ,S37000028, ,S08000032,r,3330,5,3,7,4,6,3,6,3,0,0
S01012727,S02002386,S12000029, ,S37000028, ,S08000032,r,371,1,1,1,1,1,1,1,1,1,0
S01012728,S02002386,S12000029, ,S37000028, ,S08000032,r,143,1,1,1,1,1,1,1,1,1,0
S01012729,S02002387,S12000029, ,S37000028, ,S08000032,r,3142,5,3,6,3,6,3,6,3,0,0
S01012730,S02002387,S12000029, ,S37000028, ,S08000032,r,779,2,1,2,1,2,1,2,1,1,0
S01012731,S02002387,S12000029, ,S37000028, ,S08000032,r,1672,3,2,4,2,3,2,3,2,0,0
S01012732,S02002387,S12000029, ,S37000028, ,S08000032,r,1899,3,2,4,2,3,2,3,2,0,0
S01012733,S02002388,S12000029, ,S37000028, ,S08000032,r,5056,8,4,9,5,8,4,8,4,0,0
S01012734,S02002388,S12000029, ,S37000028, ,S08000032,r,5481,8,4,9,5,9,5,9,5,0,0
S01012735,S02002388,S12000029, ,S37000028, ,S08000032,r,3401,5,3,7,4,6,3,6,3,0,0
S01012736,S02002388,S12000029, ,S37000028, ,S08000032,r,2398,4,2,5,3,4,2,4,2,0,0
S01012737,S02002388,S12000029, ,S37000028, ,S08000032,r,4388,7,4,8,4,7,4,7,4,0,0
S01012738,S02002388,S12000029, ,S37000028, ,S08000032,r,1435,3,2,3,2,3,2,3,2,0,0
S01012739,S02002388,S12000029, ,S37000028, ,S08000032,r,5434,8,4,9,5,9,5,9,5,0,0
S01012740,S02002388,S12000029, ,S37000028, ,S08000032,r,5102,8,4,9,5,8,4,8,4,0,0
S01012741,S02002389,S12000029, ,S37000028, ,S08000032,r,5623,8,4,9,5,9,5,9,5,0,0
S01012742,S02002389,S12000029, ,S37000028, ,S08000032,r,6549,10,5,10,5,10,5,10,5,0,1
S01012743,S02002389,S12000029, ,S37000028, ,S08000032,r,6444,10,5,10,5,10,5,10,5,0,1
S01012744,S02002389,S12000029, ,S37000028, ,S08000032,r,5971,9,5,10,5,10,5,10,5,0,1
S01012745,S02002389,S12000029, ,S37000028, ,S08000032,r,6065,9,5,10,5,10,5,10,5,0,1
S01012746,S02002389,S12000029, ,S37000028, ,S08000032,r,3948,6,3,7,4,7,4,7,4,0,0
S01012747,S02002390,S12000029, ,S37000028, ,S08000032,r,2322,4,2,5,3,4,2,4,2,0,0
S01012748,S02002390,S12000029, ,S37000028, ,S08000032,r,209,1,1,1,1,1,1,1,1,1,0
S01012749,S02002390,S12000029, ,S37000028, ,S08000032,r,474,1,1,1,1,1,1,1,1,1,0
S01012750,S02002390,S12000029, ,S37000028, ,S08000032,r,830,2,1,2,1,2,1,2,1,1,0
S01012751,S02002390,S12000029, ,S37000028, ,S08000032,r,1286,2,1,3,2,2,1,2,1,0,0
S01012752,S02002391,S12000029, ,S37000028, ,S08000032,r,1397,2,1,3,2,3,2,3,2,0,0
S01012753,S02002391,S12000029, ,S37000028, ,S08000032,r,870,2,1,2,1,2,1,2,1,1,0
S01012754,S02002391,S12000029, ,S37000028, ,S08000032,r,1180,2,1,3,2,2,1,2,1,0,0
S01012755,S02002391,S12000029, ,S37000028, ,S08000032,r,203,1,1,1,1,1,1,1,1,1,0
S01012756,S02002391,S12000029, ,S37000028, ,S08000032,r,1360,2,1,3,2,2,1,2,1,0,0
S01012757,S02002391,S12000029, ,S37000028, ,S08000032,r,1417,2,1,3,2,3,2,3,2,0,0
S01012758,S02002391,S12000029, ,S37000028, ,S08000032,r,1792,3,2,4,2,3,2,3,2,0,0
S01012759,S02002392,S12000029, ,S37000028, ,S08000032,r,846,2,1,2,1,2,1,2,1,1,0
S01012760,S02002392,S12000029, ,S37000028, ,S08000032,r,578,1,1,2,1,1,1,1,1,1,0
S01012761,S02002392,S12000029, ,S37000028, ,S08000032,r,1656,3,2,4,2,3,2,3,2,0,0
S01012762,S02002392,S12000029, ,S37000028, ,S08000032,r,2638,4,2,5,3,5,3,5,3,0,0
S01012763,S02002392,S12000029, ,S37000028, ,S08000032,r,1888,3,2,4,2,3,2,3,2,0,0
S01012764,S02002392,S12000029, ,S37000028, ,S08000032,r,1266,2,1,3,2,2,1,2,1,0,0
S01012765,S02002393,S12000029, ,S37000028, ,S08000032,r,2440,4,2,5,3,4,2,4,2,0,0
S01012766,S02002393,S12000029, ,S37000028, ,S08000032,r,1374,2,1,3,2,2,1,2,1,0,0
S01012767,S02002393,S12000029, ,S37000028, ,S08000032,r,5412,8,4,9,5,9,5,9,5,0,0
S01012768,S02002393,S12000029, ,S37000028, ,S08000032,r,5011,8,4,9,5,8,4,8,4,0,0
S01012769,S02002393,S12000029, ,S37000028, ,S08000032,r,5118,8,4,9,5,8,4,8,4,0,0
S01012770,S02002394,S12000029, ,S37000028, ,S08000032,r,2866,5,3,6,3,5,3,5,3,0,0
S01012771,S02002394,S12000029, ,S37000028, ,S08000032,r,2065,3,2,4,2,4,2,4,2,0,0
S01012772,S02002394,S12000029, ,S37000028, ,S08000032,r,879,2,1,2,1,2,1,2,1,1,0
S01012773,S02002394,S12000029, ,S37000028, ,S08000032,r,1643,3,2,4,2,3,2,3,2,0,0
S01012774,S02002395,S12000029, ,S37000028, ,S08000032,r,2116,3,2,5,3,4,2,4,2,0,0
S01012775,S02002395,S12000029, ,S37000028, ,S08000032,r,2105,3,2,5,3,4,2,4,2,0,0
S01012776,S02002395,S12000029, ,S37000028, ,S08000032,r,1138,2,1,3,2,2,1,2,1,0,0
S01012777,S02002395,S12000029, ,S37000028, ,S08000032,r,4660,7,4,8,4,8,4,8,4,0,0
S01012778,S02002395,S12000029, ,S37000028, ,S08000032,r,1223,2,1,3,2,2,1,2,1,0,0
S01012779,S02002395,S12000029, ,S37000028, ,S08000032,r,583,1,1,2,1,1,1,1,1,1,0
S01012780,S02002395,S12000029, ,S37000028, ,S08000032,r,490,1,1,1,1,1,1,1,1,1,0
S01012781,S02002396,S12000029, ,S37000028, ,S08000032,r,2192,4,2,5,3,4,2,4,2,0,0
S01012782,S02002396,S12000029, ,S37000028, ,S08000032,r,266,1,1,1,1,1,1,1,1,1,0
S01012783,S02002396,S12000029, ,S37000028, ,S08000032,r,539,1,1,1,1,1,1,1,1,1,0
S01012784,S02002396,S12000029, ,S37000028, ,S08000032,r,1073,2,1,2,1,2,1,2,1,0,0
S01012785,S02002396,S12000029, ,S37000028, ,S08000032,r,158,1,1,1,1,1,1,1,1,1,0
S01012786,S02002396,S12000029, ,S37000028, ,S08000032,r,73,1,1,1,1,1,1,1,1,1,0
S01012787,S02002396,S12000029, ,S37000028, ,S08000032,r,3581,6,3,7,4,6,3,6,3,0,0
S01012788,S02002397,S12000029, ,S37000028, ,S08000032,r,691,1,1,2,1,2,1,2,1,1,0
S01012789,S02002397,S12000029, ,S37000028, ,S08000032,r,2095,3,2,5,3,4,2,4,2,0,0
S01012790,S02002397,S12000029, ,S37000028, ,S08000032,r,4971,8,4,9,5,8,4,8,4,0,0
S01012791,S02002397,S12000029, ,S37000028, ,S08000032,r,5541,8,4,9,5,9,5,9,5,0,0
S01012792,S02002397,S12000029, ,S37000028, ,S08000032,r,2288,4,2,5,3,4,2,4,2,0,0
S01012793,S02002398,S12000029, ,S37000028, ,S08000032,r,621,1,1,2,1,1,1,1,1,1,0
S01012794,S02002398,S12000029, ,S37000028, ,S08000032,r,3438,5,3,7,4,6,3,6,3,0,0
S01012795,S02002398,S12000029, ,S37000028, ,S08000032,r,554,1,1,1,1,1,1,1,1,1,0
S01012796,S02002398,S12000029, ,S37000028, ,S08000032,r,1091,2,1,2,1,2,1,2,1,0,0
S01012797,S02002398,S12000029, ,S37000028, ,S08000032,r,1305,2,1,3,2,2,1,2,1,0,0
S01012798,S02002399,S12000029, ,S37000028, ,S08000032,r,5236,8,4,9,5,9,5,9,5,0,0
S01012799,S02002399,S12000029, ,S37000028, ,S08000032,r,5989,9,5,10,5,10,5,10,5,0,1
S01012800,S02002399,S12000029, ,S37000028, ,S08000032,r,5977,9,5,10,5,10,5,10,5,0,1
S01012801,S02002399,S12000029, ,S37000028, ,S08000032,r,5907,9,5,10,5,9,5,9,5,0,0
S01012802,S02002399,S12000029, ,S37000028, ,S08000032,r,6066,9,5,10,5,10,5,10,5,0,1
S01012803,S02002400,S12000029, ,S37000028, ,S08000032,r,5572,8,4,9,5,9,5,9,5,0,0
S01012804,S02002400,S12000029, ,S37000028, ,S08000032,r,1898,3,2,4,2,3,2,3,2,0,0
