DZ2011,IZ2011,CA2011,CA2011QF,HSCP2016,HSCP2016QF,HB2014,HB2014QF,SIMD2016Rank,SIMD2016CountryDecile,SIMD2016CountryQuintile,SIMD2016HB2014Decile,SIMD2016HB2014Quintile,SIMD2016HSCP2016Decile,SIMD2016HSCP2016Quintile,SIMD2016CA2011Decile,SIMD2016CA2011Quintile,SIMD2016Most15pc,SIMD2016Least15pc
S01008133,S02001527,S12000045, ,S37000009, ,S08000031,r,2725,4,2,6,3,3,2,3,2,0,0
S01008134,S02001527,S12000045, ,S37000009, ,S08000031,r,2744,4,2,6,3,3,2,3,2,0,0
S01008135,S02001527,S12000045, ,S37000009, ,S08000031,r,2713,4,2,6,3,2,1,2,1,0,0
S01008136,S02001528,S12000045, ,S37000009, ,S08000031,r,2436,4,2,5,3,2,1,2,1,0,0
S01008137,S02001528,S12000045, ,S37000009, ,S08000031,r,458,1,1,2,1,1,1,1,1,1,0
S01008138,S02001528,S12000045, ,S37000009, ,S08000031,r,740,2,1,3,2,1,1,1,1,1,0
S01008139,S02001528,S12000045, ,S37000009, ,S08000031,r,1373,2,1,4,2,1,1,1,1,0,0
S01008140,S02001528,S12000045, ,S37000009, ,S08000031,r,1891,3,2,5,3,1,1,1,1,0,0
S01008141,S02001529,S12000045, ,S37000009, ,S08000031,r,5874,9,5,9,5,6,3,6,3,0,0
S01008142,S02001529,S12000045, ,S37000009, ,S08000031,r,6097,9,5,9,5,7,4,7,4,0,1
S01008143,S02001529,S12000045, ,S37000009, ,S08000031,r,1795,3,2,5,3,1,1,1,1,0,0
S01008144,S02001529,S12000045, ,S37000009, ,S08000031,r,5744,9,5,9,5,6,3,6,3,0,0
S01008145,S02001530,S12000045, ,S37000009, ,S08000031,r,1887,3,2,5,3,1,1,1,1,0,0
S01008146,S02001530,S12000045, ,S37000009, ,S08000031,r,2194,4,2,5,3,2,1,2,1,0,0
S01008147,S02001530,S12000045, ,S37000009, ,S08000031,r,2920,5,3,6,3,3,2,3,2,0,0
S01008148,S02001530,S12000045, ,S37000009, ,S08000031,r,3315,5,3,6,3,3,2,3,2,0,0
S01008149,S02001531,S12000045, ,S37000009, ,S08000031,r,2241,4,2,5,3,2,1,2,1,0,0
S01008150,S02001531,S12000045, ,S37000009, ,S08000031,r,2121,3,2,5,3,2,1,2,1,0,0
S01008151,S02001531,S12000045, ,S37000009, ,S08000031,r,2182,4,2,5,3,2,1,2,1,0,0
S01008152,S02001531,S12000045, ,S37000009, ,S08000031,r,1955,3,2,5,3,1,1,1,1,0,0
S01008153,S02001532,S12000045, ,S37000009, ,S08000031,r,5132,8,4,8,4,4,2,4,2,0,0
S01008154,S02001532,S12000045, ,S37000009, ,S08000031,r,4841,7,4,8,4,4,2,4,2,0,0
S01008155,S02001532,S12000045, ,S37000009, ,S08000031,r,4645,7,4,8,4,4,2,4,2,0,0
S01008156,S02001532,S12000045, ,S37000009, ,S08000031,r,2978,5,3,6,3,3,2,3,2,0,0
S01008157,S02001532,S12000045, ,S37000009, ,S08000031,r,4432,7,4,7,4,4,2,4,2,0,0
S01008158,S02001533,S12000045, ,S37000009, ,S08000031,r,6156,9,5,9,5,7,4,7,4,0,1
S01008159,S02001533,S12000045, ,S37000009, ,S08000031,r,1202,2,1,4,2,1,1,1,1,0,0
S01008160,S02001533,S12000045, ,S37000009, ,S08000031,r,2056,3,2,5,3,2,1,2,1,0,0
S01008161,S02001533,S12000045, ,S37000009, ,S08000031,r,5275,8,4,8,4,5,3,5,3,0,0
S01008162,S02001533,S12000045, ,S37000009, ,S08000031,r,4317,7,4,7,4,3,2,3,2,0,0
S01008163,S02001534,S12000010, ,S37000010, ,S08000024, ,1906,3,2,2,1,2,1,2,1,0,0
S01008164,S02001534,S12000010, ,S37000010, ,S08000024, ,4287,7,4,6,3,6,3,6,3,0,0
S01008165,S02001534,S12000010, ,S37000010, ,S08000024, ,5622,8,4,7,4,9,5,9,5,0,0
S01008166,S02001534,S12000010, ,S37000010, ,S08000024, ,2394,4,2,3,2,3,2,3,2,0,0
S01008167,S02001534,S12000010, ,S37000010, ,S08000024, ,1425,3,2,2,1,1,1,1,1,0,0
S01008168,S02001534,S12000010, ,S37000010, ,S08000024, ,1758,3,2,2,1,2,1,2,1,0,0
S01008169,S02001534,S12000010, ,S37000010, ,S08000024, ,2502,4,2,3,2,3,2,3,2,0,0
S01008170,S02001535,S12000010, ,S37000010, ,S08000024, ,5280,8,4,7,4,8,4,8,4,0,0
S01008171,S02001535,S12000010, ,S37000010, ,S08000024, ,2635,4,2,4,2,3,2,3,2,0,0
S01008172,S02001535,S12000010, ,S37000010, ,S08000024, ,3893,6,3,5,3,5,3,5,3,0,0
S01008173,S02001535,S12000010, ,S37000010, ,S08000024, ,5090,8,4,7,4,7,4,7,4,0,0
S01008174,S02001535,S12000010, ,S37000010, ,S08000024, ,4087,6,3,5,3,6,3,6,3,0,0
S01008175,S02001535,S12000010, ,S37000010, ,S08000024, ,2853,5,3,4,2,4,2,4,2,0,0
S01008176,S02001535,S12000010, ,S37000010, ,S08000024, ,5593,8,4,7,4,9,5,9,5,0,0
S01008177,S02001536,S12000010, ,S37000010, ,S08000024, ,2737,4,2,4,2,3,2,3,2,0,0
S01008178,S02001536,S12000010, ,S37000010, ,S08000024, ,4573,7,4,6,3,7,4,7,4,0,0
S01008179,S02001536,S12000010, ,S37000010, ,S08000024, ,6645,10,5,9,5,10,5,10,5,0,1
S01008180,S02001536,S12000010, ,S37000010, ,S08000024, ,6557,10,5,9,5,10,5,10,5,0,1
S01008181,S02001536,S12000010, ,S37000010, ,S08000024, ,6435,10,5,9,5,9,5,9,5,0,1
S01008182,S02001537,S12000010, ,S37000010, ,S08000024, ,2519,4,2,3,2,3,2,3,2,0,0
S01008183,S02001537,S12000010, ,S37000010, ,S08000024, ,4267,7,4,6,3,6,3,6,3,0,0
S01008184,S02001537,S12000010, ,S37000010, ,S08000024, ,2974,5,3,4,2,4,2,4,2,0,0
S01008185,S02001537,S12000010, ,S37000010, ,S08000024, ,2349,4,2,3,2,2,1,2,1,0,0
S01008186,S02001537,S12000010, ,S37000010, ,S08000024, ,3164,5,3,4,2,4,2,4,2,0,0
S01008187,S02001537,S12000010, ,S37000010, ,S08000024, ,1437,3,2,2,1,1,1,1,1,0,0
S01008188,S02001538,S12000010, ,S37000010, ,S08000024, ,1491,3,2,2,1,1,1,1,1,0,0
S01008189,S02001538,S12000010, ,S37000010, ,S08000024, ,3617,6,3,5,3,5,3,5,3,0,0
S01008190,S02001538,S12000010, ,S37000010, ,S08000024, ,1770,3,2,2,1,2,1,2,1,0,0
S01008191,S02001538,S12000010, ,S37000010, ,S08000024, ,2663,4,2,4,2,3,2,3,2,0,0
S01008192,S02001538,S12000010, ,S37000010, ,S08000024, ,1998,3,2,3,2,2,1,2,1,0,0
S01008193,S02001538,S12000010, ,S37000010, ,S08000024, ,3667,6,3,5,3,5,3,5,3,0,0
S01008194,S02001539,S12000010, ,S37000010, ,S08000024, ,3175,5,3,4,2,4,2,4,2,0,0
S01008195,S02001539,S12000010, ,S37000010, ,S08000024, ,1460,3,2,2,1,1,1,1,1,0,0
S01008196,S02001539,S12000010, ,S37000010, ,S08000024, ,1639,3,2,2,1,1,1,1,1,0,0
S01008197,S02001540,S12000010, ,S37000010, ,S08000024, ,6498,10,5,9,5,10,5,10,5,0,1
S01008198,S02001540,S12000010, ,S37000010, ,S08000024, ,2767,4,2,4,2,3,2,3,2,0,0
S01008199,S02001540,S12000010, ,S37000010, ,S08000024, ,1380,2,1,2,1,1,1,1,1,0,0
S01008200,S02001540,S12000010, ,S37000010, ,S08000024, ,1338,2,1,2,1,1,1,1,1,0,0
S01008201,S02001540,S12000010, ,S37000010, ,S08000024, ,1508,3,2,2,1,1,1,1,1,0,0
S01008202,S02001540,S12000010, ,S37000010, ,S08000024, ,3158,5,3,4,2,4,2,4,2,0,0
S01008203,S02001540,S12000010, ,S37000010, ,S08000024, ,1097,2,1,1,1,1,1,1,1,0,0
S01008204,S02001541,S12000010, ,S37000010, ,S08000024, ,2289,4,2,3,2,2,1,2,1,0,0
S01008205,S02001541,S12000010, ,S37000010, ,S08000024, ,2353,4,2,3,2,3,2,3,2,0,0
S01008206,S02001541,S12000010, ,S37000010, ,S08000024, ,2336,4,2,3,2,2,1,2,1,0,0
S01008207,S02001541,S12000010, ,S37000010, ,S08000024, ,2216,4,2,3,2,2,1,2,1,0,0
S01008208,S02001541,S12000010, ,S37000010, ,S08000024, ,4715,7,4,6,3,7,4,7,4,0,0
S01008209,S02001541,S12000010, ,S37000010, ,S08000024, ,5742,9,5,8,4,9,5,9,5,0,0
S01008210,S02001542,S12000010, ,S37000010, ,S08000024, ,3895,6,3,5,3,5,3,5,3,0,0
S01008211,S02001542,S12000010, ,S37000010, ,S08000024, ,2583,4,2,3,2,3,2,3,2,0,0
S01008212,S02001542,S12000010, ,S37000010, ,S08000024, ,5711,9,5,8,4,9,5,9,5,0,0
S01008213,S02001542,S12000010, ,S37000010, ,S08000024, ,6253,9,5,8,4,9,5,9,5,0,1
S01008214,S02001542,S12000010, ,S37000010, ,S08000024, ,1973,3,2,3,2,2,1,2,1,0,0
S01008215,S02001542,S12000010, ,S37000010, ,S08000024, ,4540,7,4,6,3,7,4,7,4,0,0
S01008216,S02001542,S12000010, ,S37000010, ,S08000024, ,5970,9,5,8,4,9,5,9,5,0,1
S01008217,S02001542,S12000010, ,S37000010, ,S08000024, ,5496,8,4,7,4,8,4,8,4,0,0
S01008218,S02001543,S12000010, ,S37000010, ,S08000024, ,3765,6,3,5,3,5,3,5,3,0,0
S01008219,S02001543,S12000010, ,S37000010, ,S08000024, ,2808,4,2,4,2,4,2,4,2,0,0
S01008220,S02001543,S12000010, ,S37000010, ,S08000024, ,1117,2,1,1,1,1,1,1,1,0,0
S01008221,S02001543,S12000010, ,S37000010, ,S08000024, ,788,2,1,1,1,1,1,1,1,1,0
S01008222,S02001543,S12000010, ,S37000010, ,S08000024, ,1579,3,2,2,1,1,1,1,1,0,0
S01008223,S02001543,S12000010, ,S37000010, ,S08000024, ,1525,3,2,2,1,1,1,1,1,0,0
S01008224,S02001543,S12000010, ,S37000010, ,S08000024, ,5124,8,4,7,4,8,4,8,4,0,0
S01008225,S02001543,S12000010, ,S37000010, ,S08000024, ,4350,7,4,6,3,6,3,6,3,0,0
S01008226,S02001544,S12000010, ,S37000010, ,S08000024, ,1473,3,2,2,1,1,1,1,1,0,0
S01008227,S02001544,S12000010, ,S37000010, ,S08000024, ,1817,3,2,2,1,2,1,2,1,0,0
S01008228,S02001544,S12000010, ,S37000010, ,S08000024, ,5323,8,4,7,4,8,4,8,4,0,0
S01008229,S02001544,S12000010, ,S37000010, ,S08000024, ,3058,5,3,4,2,4,2,4,2,0,0
S01008230,S02001544,S12000010, ,S37000010, ,S08000024, ,5488,8,4,7,4,8,4,8,4,0,0
S01008231,S02001544,S12000010, ,S37000010, ,S08000024, ,6256,9,5,8,4,9,5,9,5,0,1
S01008232,S02001544,S12000010, ,S37000010, ,S08000024, ,5927,9,5,8,4,9,5,9,5,0,0
S01008233,S02001544,S12000010, ,S37000010, ,S08000024, ,5476,8,4,7,4,8,4,8,4,0,0
S01008234,S02001545,S12000010, ,S37000010, ,S08000024, ,842,2,1,1,1,1,1,1,1,1,0
S01008235,S02001545,S12000010, ,S37000010, ,S08000024, ,3144,5,3,4,2,4,2,4,2,0,0
S01008236,S02001545,S12000010, ,S37000010, ,S08000024, ,3741,6,3,5,3,5,3,5,3,0,0
S01008237,S02001545,S12000010, ,S37000010, ,S08000024, ,2646,4,2,4,2,3,2,3,2,0,0
S01008238,S02001546,S12000010, ,S37000010, ,S08000024, ,2275,4,2,3,2,2,1,2,1,0,0
S01008239,S02001546,S12000010, ,S37000010, ,S08000024, ,3572,6,3,5,3,4,2,4,2,0,0
S01008240,S02001546,S12000010, ,S37000010, ,S08000024, ,6576,10,5,9,5,10,5,10,5,0,1
S01008241,S02001546,S12000010, ,S37000010, ,S08000024, ,6540,10,5,9,5,10,5,10,5,0,1
S01008242,S02001546,S12000010, ,S37000010, ,S08000024, ,4031,6,3,5,3,5,3,5,3,0,0
S01008243,S02001546,S12000010, ,S37000010, ,S08000024, ,5194,8,4,7,4,8,4,8,4,0,0
S01008244,S02001546,S12000010, ,S37000010, ,S08000024, ,5318,8,4,7,4,8,4,8,4,0,0
S01008245,S02001547,S12000010, ,S37000010, ,S08000024, ,5577,8,4,7,4,8,4,8,4,0,0
S01008246,S02001547,S12000010, ,S37000010, ,S08000024, ,5230,8,4,7,4,8,4,8,4,0,0
S01008247,S02001547,S12000010, ,S37000010, ,S08000024, ,4389,7,4,6,3,6,3,6,3,0,0
S01008248,S02001547,S12000010, ,S37000010, ,S08000024, ,4461,7,4,6,3,6,3,6,3,0,0
S01008249,S02001547,S12000010, ,S37000010, ,S08000024, ,4452,7,4,6,3,6,3,6,3,0,0
S01008250,S02001547,S12000010, ,S37000010, ,S08000024, ,4905,7,4,6,3,7,4,7,4,0,0
S01008251,S02001548,S12000010, ,S37000010, ,S08000024, ,6762,10,5,10,5,10,5,10,5,0,1
S01008252,S02001548,S12000010, ,S37000010, ,S08000024, ,6669,10,5,9,5,10,5,10,5,0,1
S01008253,S02001548,S12000010, ,S37000010, ,S08000024, ,3370,5,3,4,2,4,2,4,2,0,0
S01008254,S02001548,S12000010, ,S37000010, ,S08000024, ,3120,5,3,4,2,4,2,4,2,0,0
S01008255,S02001548,S12000010, ,S37000010, ,S08000024, ,3709,6,3,5,3,5,3,5,3,0,0
S01008256,S02001549,S12000010, ,S37000010, ,S08000024, ,2339,4,2,3,2,2,1,2,1,0,0
S01008257,S02001549,S12000010, ,S37000010, ,S08000024, ,3151,5,3,4,2,4,2,4,2,0,0
S01008258,S02001549,S12000010, ,S37000010, ,S08000024, ,5545,8,4,7,4,8,4,8,4,0,0
S01008259,S02001549,S12000010, ,S37000010, ,S08000024, ,3567,6,3,5,3,4,2,4,2,0,0
S01008260,S02001549,S12000010, ,S37000010, ,S08000024, ,2366,4,2,3,2,3,2,3,2,0,0
S01008261,S02001549,S12000010, ,S37000010, ,S08000024, ,2170,4,2,3,2,2,1,2,1,0,0
S01008262,S02001550,S12000010, ,S37000010, ,S08000024, ,3973,6,3,5,3,5,3,5,3,0,0
S01008263,S02001550,S12000010, ,S37000010, ,S08000024, ,4460,7,4,6,3,6,3,6,3,0,0
S01008264,S02001550,S12000010, ,S37000010, ,S08000024, ,5601,8,4,7,4,9,5,9,5,0,0
S01008265,S02001550,S12000010, ,S37000010, ,S08000024, ,6828,10,5,10,5,10,5,10,5,0,1
S01008266,S02001550,S12000010, ,S37000010, ,S08000024, ,6840,10,5,10,5,10,5,10,5,0,1
S01008267,S02001550,S12000010, ,S37000010, ,S08000024, ,4882,7,4,6,3,7,4,7,4,0,0
S01008268,S02001551,S12000010, ,S37000010, ,S08000024, ,6710,10,5,9,5,10,5,10,5,0,1
S01008269,S02001551,S12000010, ,S37000010, ,S08000024, ,6183,9,5,8,4,9,5,9,5,0,1
S01008270,S02001551,S12000010, ,S37000010, ,S08000024, ,6917,10,5,10,5,10,5,10,5,0,1
S01008271,S02001551,S12000010, ,S37000010, ,S08000024, ,3839,6,3,5,3,5,3,5,3,0,0
S01008272,S02001552,S12000010, ,S37000010, ,S08000024, ,5172,8,4,7,4,8,4,8,4,0,0
S01008273,S02001552,S12000010, ,S37000010, ,S08000024, ,6903,10,5,10,5,10,5,10,5,0,1
S01008274,S02001552,S12000010, ,S37000010, ,S08000024, ,3972,6,3,5,3,5,3,5,3,0,0
S01008275,S02001552,S12000010, ,S37000010, ,S08000024, ,5061,8,4,7,4,7,4,7,4,0,0
S01008276,S02001552,S12000010, ,S37000010, ,S08000024, ,6446,10,5,9,5,10,5,10,5,0,1
S01008277,S02001553,S12000010, ,S37000010, ,S08000024, ,4653,7,4,6,3,7,4,7,4,0,0
S01008278,S02001553,S12000010, ,S37000010, ,S08000024, ,6292,9,5,8,4,9,5,9,5,0,1
S01008279,S02001553,S12000010, ,S37000010, ,S08000024, ,4375,7,4,6,3,6,3,6,3,0,0
S01008280,S02001553,S12000010, ,S37000010, ,S08000024, ,4725,7,4,6,3,7,4,7,4,0,0
S01008281,S02001553,S12000010, ,S37000010, ,S08000024, ,4357,7,4,6,3,6,3,6,3,0,0
S01008282,S02001553,S12000010, ,S37000010, ,S08000024, ,4168,6,3,5,3,6,3,6,3,0,0
S01008283,S02001553,S12000010, ,S37000010, ,S08000024, ,5325,8,4,7,4,8,4,8,4,0,0
S01008284,S02001554,S12000010, ,S37000010, ,S08000024, ,4921,7,4,6,3,7,4,7,4,0,0
S01008285,S02001554,S12000010, ,S37000010, ,S08000024, ,2695,4,2,4,2,3,2,3,2,0,0
S01008286,S02001554,S12000010, ,S37000010, ,S08000024, ,4018,6,3,5,3,5,3,5,3,0,0
S01008287,S02001554,S12000010, ,S37000010, ,S08000024, ,4073,6,3,5,3,5,3,5,3,0,0
S01008288,S02001554,S12000010, ,S37000010, ,S08000024, ,4146,6,3,5,3,6,3,6,3,0,0
S01008289,S02001555,S12000010, ,S37000010, ,S08000024, ,2510,4,2,3,2,3,2,3,2,0,0
S01008290,S02001555,S12000010, ,S37000010, ,S08000024, ,4594,7,4,6,3,7,4,7,4,0,0
S01008291,S02001555,S12000010, ,S37000010, ,S08000024, ,5608,8,4,7,4,9,5,9,5,0,0
S01008292,S02001555,S12000010, ,S37000010, ,S08000024, ,4513,7,4,6,3,7,4,7,4,0,0
S01008293,S02001555,S12000010, ,S37000010, ,S08000024, ,6314,10,5,8,4,9,5,9,5,0,1
S01008294,S02001555,S12000010, ,S37000010, ,S08000024, ,4394,7,4,6,3,6,3,6,3,0,0
S01008295,S02001556,S12000011, ,S37000011, ,S08000031,r,5803,9,5,9,5,5,3,5,3,0,0
S01008296,S02001556,S12000011, ,S37000011, ,S08000031,r,2906,5,3,6,3,2,1,2,1,0,0
S01008297,S02001556,S12000011, ,S37000011, ,S08000031,r,5590,8,4,9,5,5,3,5,3,0,0
S01008298,S02001556,S12000011, ,S37000011, ,S08000031,r,4156,6,3,7,4,3,2,3,2,0,0
S01008299,S02001556,S12000011, ,S37000011, ,S08000031,r,1393,2,1,4,2,1,1,1,1,0,0
S01008300,S02001556,S12000011, ,S37000011, ,S08000031,r,2492,4,2,5,3,2,1,2,1,0,0
S01008301,S02001556,S12000011, ,S37000011, ,S08000031,r,4740,7,4,8,4,4,2,4,2,0,0
S01008302,S02001556,S12000011, ,S37000011, ,S08000031,r,5939,9,5,9,5,5,3,5,3,0,0
S01008303,S02001557,S12000011, ,S37000011, ,S08000031,r,3874,6,3,7,4,3,2,3,2,0,0
S01008304,S02001557,S12000011, ,S37000011, ,S08000031,r,4297,7,4,7,4,3,2,3,2,0,0
S01008305,S02001557,S12000011, ,S37000011, ,S08000031,r,5563,8,4,9,5,4,2,4,2,0,0
S01008306,S02001557,S12000011, ,S37000011, ,S08000031,r,5910,9,5,9,5,5,3,5,3,0,0
S01008307,S02001557,S12000011, ,S37000011, ,S08000031,r,5226,8,4,8,4,4,2,4,2,0,0
S01008308,S02001557,S12000011, ,S37000011, ,S08000031,r,5976,9,5,9,5,6,3,6,3,0,1
S01008309,S02001558,S12000011, ,S37000011, ,S08000031,r,1015,2,1,3,2,1,1,1,1,1,0
S01008310,S02001558,S12000011, ,S37000011, ,S08000031,r,2925,5,3,6,3,2,1,2,1,0,0
S01008311,S02001558,S12000011, ,S37000011, ,S08000031,r,1958,3,2,5,3,1,1,1,1,0,0
S01008312,S02001558,S12000011, ,S37000011, ,S08000031,r,6037,9,5,9,5,6,3,6,3,0,1
S01008313,S02001558,S12000011, ,S37000011, ,S08000031,r,880,2,1,3,2,1,1,1,1,1,0
S01008314,S02001558,S12000011, ,S37000011, ,S08000031,r,882,2,1,3,2,1,1,1,1,1,0
S01008315,S02001558,S12000011, ,S37000011, ,S08000031,r,601,1,1,2,1,1,1,1,1,1,0
S01008316,S02001558,S12000011, ,S37000011, ,S08000031,r,212,1,1,1,1,1,1,1,1,1,0
S01008317,S02001558,S12000011, ,S37000011, ,S08000031,r,1725,3,2,5,3,1,1,1,1,0,0
S01008318,S02001559,S12000011, ,S37000011, ,S08000031,r,4917,7,4,8,4,4,2,4,2,0,0
S01008319,S02001559,S12000011, ,S37000011, ,S08000031,r,2180,4,2,5,3,1,1,1,1,0,0
S01008320,S02001559,S12000011, ,S37000011, ,S08000031,r,3730,6,3,7,4,3,2,3,2,0,0
S01008321,S02001559,S12000011, ,S37000011, ,S08000031,r,6395,10,5,10,5,7,4,7,4,0,1
S01008322,S02001559,S12000011, ,S37000011, ,S08000031,r,2256,4,2,5,3,2,1,2,1,0,0
S01008323,S02001560,S12000011, ,S37000011, ,S08000031,r,1309,2,1,4,2,1,1,1,1,0,0
S01008324,S02001560,S12000011, ,S37000011, ,S08000031,r,2204,4,2,5,3,2,1,2,1,0,0
S01008325,S02001560,S12000011, ,S37000011, ,S08000031,r,2622,4,2,6,3,2,1,2,1,0,0
S01008326,S02001560,S12000011, ,S37000011, ,S08000031,r,1190,2,1,4,2,1,1,1,1,0,0
S01008327,S02001560,S12000011, ,S37000011, ,S08000031,r,2602,4,2,6,3,2,1,2,1,0,0
S01008328,S02001561,S12000011, ,S37000011, ,S08000031,r,5719,9,5,9,5,5,3,5,3,0,0
S01008329,S02001561,S12000011, ,S37000011, ,S08000031,r,6443,10,5,10,5,8,4,8,4,0,1
S01008330,S02001561,S12000011, ,S37000011, ,S08000031,r,6028,9,5,9,5,6,3,6,3,0,1
S01008331,S02001561,S12000011, ,S37000011, ,S08000031,r,6036,9,5,9,5,6,3,6,3,0,1
S01008332,S02001561,S12000011, ,S37000011, ,S08000031,r,6085,9,5,9,5,6,3,6,3,0,1
S01008333,S02001561,S12000011, ,S37000011, ,S08000031,r,5048,8,4,8,4,4,2,4,2,0,0
S01008334,S02001561,S12000011, ,S37000011, ,S08000031,r,6429,10,5,10,5,7,4,7,4,0,1
S01008335,S02001562,S12000011, ,S37000011, ,S08000031,r,3251,5,3,6,3,2,1,2,1,0,0
S01008336,S02001562,S12000011, ,S37000011, ,S08000031,r,2296,4,2,5,3,2,1,2,1,0,0
S01008337,S02001562,S12000011, ,S37000011, ,S08000031,r,4686,7,4,8,4,3,2,3,2,0,0
S01008338,S02001562,S12000011, ,S37000011, ,S08000031,r,6250,9,5,10,5,7,4,7,4,0,1
S01008339,S02001562,S12000011, ,S37000011, ,S08000031,r,6290,9,5,10,5,7,4,7,4,0,1
S01008340,S02001562,S12000011, ,S37000011, ,S08000031,r,5790,9,5,9,5,5,3,5,3,0,0
S01008341,S02001562,S12000011, ,S37000011, ,S08000031,r,6748,10,5,10,5,8,4,8,4,0,1
S01008342,S02001562,S12000011, ,S37000011, ,S08000031,r,3563,6,3,7,4,3,2,3,2,0,0
S01008343,S02001563,S12000011, ,S37000011, ,S08000031,r,6916,10,5,10,5,10,5,10,5,0,1
S01008344,S02001563,S12000011, ,S37000011, ,S08000031,r,6927,10,5,10,5,10,5,10,5,0,1
S01008345,S02001563,S12000011, ,S37000011, ,S08000031,r,6872,10,5,10,5,9,5,9,5,0,1
S01008346,S02001563,S12000011, ,S37000011, ,S08000031,r,6902,10,5,10,5,10,5,10,5,0,1
S01008347,S02001564,S12000011, ,S37000011, ,S08000031,r,6331,10,5,10,5,7,4,7,4,0,1
S01008348,S02001564,S12000011, ,S37000011, ,S08000031,r,5869,9,5,9,5,5,3,5,3,0,0
S01008349,S02001564,S12000011, ,S37000011, ,S08000031,r,6077,9,5,9,5,6,3,6,3,0,1
S01008350,S02001564,S12000011, ,S37000011, ,S08000031,r,6618,10,5,10,5,8,4,8,4,0,1
S01008351,S02001564,S12000011, ,S37000011, ,S08000031,r,6161,9,5,9,5,6,3,6,3,0,1
S01008352,S02001564,S12000011, ,S37000011, ,S08000031,r,6910,10,5,10,5,10,5,10,5,0,1
S01008353,S02001564,S12000011, ,S37000011, ,S08000031,r,6527,10,5,10,5,8,4,8,4,0,1
S01008354,S02001564,S12000011, ,S37000011, ,S08000031,r,4444,7,4,7,4,3,2,3,2,0,0
S01008355,S02001565,S12000011, ,S37000011, ,S08000031,r,3975,6,3,7,4,3,2,3,2,0,0
S01008356,S02001565,S12000011, ,S37000011, ,S08000031,r,5401,8,4,8,4,4,2,4,2,0,0
S01008357,S02001565,S12000011, ,S37000011, ,S08000031,r,5609,8,4,9,5,5,3,5,3,0,0
S01008358,S02001565,S12000011, ,S37000011, ,S08000031,r,3404,5,3,6,3,2,1,2,1,0,0
S01008359,S02001565,S12000011, ,S37000011, ,S08000031,r,6151,9,5,9,5,6,3,6,3,0,1
S01008360,S02001565,S12000011, ,S37000011, ,S08000031,r,6418,10,5,10,5,7,4,7,4,0,1
S01008361,S02001565,S12000011, ,S37000011, ,S08000031,r,5193,8,4,8,4,4,2,4,2,0,0
S01008362,S02001566,S12000011, ,S37000011, ,S08000031,r,6306,9,5,10,5,7,4,7,4,0,1
S01008363,S02001566,S12000011, ,S37000011, ,S08000031,r,5896,9,5,9,5,5,3,5,3,0,0
S01008364,S02001566,S12000011, ,S37000011, ,S08000031,r,6519,10,5,10,5,8,4,8,4,0,1
S01008365,S02001566,S12000011, ,S37000011, ,S08000031,r,6560,10,5,10,5,8,4,8,4,0,1
S01008366,S02001567,S12000011, ,S37000011, ,S08000031,r,3706,6,3,7,4,3,2,3,2,0,0
S01008367,S02001567,S12000011, ,S37000011, ,S08000031,r,2286,4,2,5,3,2,1,2,1,0,0
S01008368,S02001567,S12000011, ,S37000011, ,S08000031,r,5047,8,4,8,4,4,2,4,2,0,0
S01008369,S02001567,S12000011, ,S37000011, ,S08000031,r,4335,7,4,7,4,3,2,3,2,0,0
S01008370,S02001567,S12000011, ,S37000011, ,S08000031,r,6094,9,5,9,5,6,3,6,3,0,1
S01008371,S02001568,S12000011, ,S37000011, ,S08000031,r,6879,10,5,10,5,9,5,9,5,0,1
S01008372,S02001568,S12000011, ,S37000011, ,S08000031,r,6360,10,5,10,5,7,4,7,4,0,1
S01008373,S02001568,S12000011, ,S37000011, ,S08000031,r,6853,10,5,10,5,9,5,9,5,0,1
S01008374,S02001568,S12000011, ,S37000011, ,S08000031,r,6905,10,5,10,5,10,5,10,5,0,1
S01008375,S02001568,S12000011, ,S37000011, ,S08000031,r,6925,10,5,10,5,10,5,10,5,0,1
S01008376,S02001568,S12000011, ,S37000011, ,S08000031,r,6918,10,5,10,5,10,5,10,5,0,1
S01008377,S02001568,S12000011, ,S37000011, ,S08000031,r,6960,10,5,10,5,10,5,10,5,0,1
S01008378,S02001568,S12000011, ,S37000011, ,S08000031,r,6788,10,5,10,5,8,4,8,4,0,1
S01008379,S02001569,S12000011, ,S37000011, ,S08000031,r,6851,10,5,10,5,9,5,9,5,0,1
S01008380,S02001569,S12000011, ,S37000011, ,S08000031,r,6797,10,5,10,5,8,4,8,4,0,1
S01008381,S02001569,S12000011, ,S37000011, ,S08000031,r,6909,10,5,10,5,10,5,10,5,0,1
S01008382,S02001569,S12000011, ,S37000011, ,S08000031,r,6715,10,5,10,5,8,4,8,4,0,1
S01008383,S02001569,S12000011, ,S37000011, ,S08000031,r,6877,10,5,10,5,9,5,9,5,0,1
S01008384,S02001570,S12000011, ,S37000011, ,S08000031,r,5784,9,5,9,5,5,3,5,3,0,0
S01008385,S02001570,S12000011, ,S37000011, ,S08000031,r,6846,10,5,10,5,9,5,9,5,0,1
S01008386,S02001570,S12000011, ,S37000011, ,S08000031,r,6242,9,5,10,5,7,4,7,4,0,1
S01008387,S02001570,S12000011, ,S37000011, ,S08000031,r,6524,10,5,10,5,8,4,8,4,0,1
